created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Wed Dec 13 23:58:52 +0000 2023;1735086920592699393;"@Hasbil_Lbs @prabowo @aniesbaswedan Demokrat jg blm dewasa. Pundungan. Gk jd diajak nyawapres ngambek..";0;0;0;0;in;1412792539631931393;1734822919061242281;Harsarchjazz1;https://twitter.com/Harsarchjazz1/status/1735086920592699393
Wed Dec 13 23:58:52 +0000 2023;1735086918965367064;"@MuhiqR @choymarkochoy @PramukhtikoS @NohCeukenohhh @Putri96960977 @Mayapada_1108 @Malika6027 @stacitarpeta18 @AnKiiim_ @Azri_Ardhani @BarisanOpOsisi Pak prabowo ngece";0;0;0;1;in;1599587427932286976;1734586863913205934;SyahYurian;https://twitter.com/SyahYurian/status/1735086918965367064
Wed Dec 13 23:58:50 +0000 2023;1735086910438322496;"@KataNadiaaa Kumpulan para sircel Prabowo yang suka melanggar seperti kolam keruh yang hanya menunjukkan ketidakmampuan mereka untuk berpartisipasi secara fair dan bermartabat";0;0;0;0;in;1701782654469967872;1734933690382442741;Madris483224;https://twitter.com/Madris483224/status/1735086910438322496
Wed Dec 13 23:58:49 +0000 2023;1735086904864035326;"Pendukung Pak Prabowo terkaing2 sambil coba menutupi kekalahan debat kemaren dg menyerang membabi buta. Politik santuy....? Ah ternyata ibarat Boneka Tirek, terlihat lucu padahal BUAS.... https://t.co/eAT4oqu2si";0;1;0;2;in;803259163534979072;1735086904864035326;BahrudinHm;https://twitter.com/BahrudinHm/status/1735086904864035326
Wed Dec 13 23:58:45 +0000 2023;1735086889315795008;"@tempodotco @prabowo Mnding tak usah ada lembaga negara bubarkan semua lembaga  negara percuma ada kyk gitu kalo bikin UU semua di langgar ..";0;0;0;0;in;1685201132296237057;1734864375461331415;ryancici04;https://twitter.com/ryancici04/status/1735086889315795008
Wed Dec 13 23:58:38 +0000 2023;1735086859985051751;"@Hasbil_Lbs @aniesbaswedan @prabowo Jangan ngayal lu";0;0;0;0;in;1473662448905310208;1734664354480714084;Koncek_Hijau07;https://twitter.com/Koncek_Hijau07/status/1735086859985051751
Wed Dec 13 23:58:38 +0000 2023;1735086859892748387;"@rprtma @PartaiSocmed @prabowo Nah itu dia, ketiganya kurang sempurna, sudah dapat sih yang akan dipilih. Disini saya merasa kecewa karena ketidak netralan partai socmed, dulu teriak apa, sekarang teriak apa.";0;1;0;0;in;1508602852276846592;1734976739812761879;sari_arwita;https://twitter.com/sari_arwita/status/1735086859892748387
Wed Dec 13 23:58:37 +0000 2023;1735086856243741075;"@HarryUsman01 @xandreanda @PartaiSocmed @aniesbaswedan @prabowo Semoga bisa selesai...jadi heran koq gak ada capres lain yg berani angkat isu ini ??apakah karena isu ini bersinggungan dgn rezim skr ?";0;1;0;0;in;1552890439128137728;1734926880015601827;Allunk1801;https://twitter.com/Allunk1801/status/1735086856243741075
Wed Dec 13 23:58:37 +0000 2023;1735086854381469707;"@Gerindra @prabowo Bisnis ketum kalian aman? 😁";0;0;0;0;in;74277954;1734845979982282922;bagjoz;https://twitter.com/bagjoz/status/1735086854381469707
Wed Dec 13 23:58:35 +0000 2023;1735086846995308792;"@Dennysiregar7 Ngeri sekali Pak Prabowo segitunya ingin menjadi pemimpin sampai-sampai tiga kali pun dilaluinya";0;0;0;0;in;1722567328540643328;1734873763148374199;Daramanies97;https://twitter.com/Daramanies97/status/1735086846995308792
Wed Dec 13 23:58:34 +0000 2023;1735086841672700247;"Apa komen si @prabowo setelah lihat dirinya sendiri";0;0;0;0;in;1603543715100131328;1735086841672700247;soni_akun_kedua;https://twitter.com/soni_akun_kedua/status/1735086841672700247
Wed Dec 13 23:58:27 +0000 2023;1735086814904631408;"@tvOneNews INDONESIA MAJU ber DAULAT bersama PRABOWO GIBRAN";0;0;0;0;in;1410016887279259650;1734840079204683795;YusniTamrin2;https://twitter.com/YusniTamrin2/status/1735086814904631408
Wed Dec 13 23:58:26 +0000 2023;1735086808185418203;"@edi_muchlis @Resty_J_Cayah @Dahnilanzar @prabowo Di sini mulai....";0;0;0;0;in;3025288668;1734905784788721830;NanoMCI46;https://twitter.com/NanoMCI46/status/1735086808185418203
Wed Dec 13 23:58:22 +0000 2023;1735086794323247145;"@tvOneNews Pak Prabowo Gibran sosok pemimpin idaman rakyat banget";0;0;0;0;in;1718935184341618688;1734810670431092833;rionomorempat;https://twitter.com/rionomorempat/status/1735086794323247145
Wed Dec 13 23:58:25 +0000 2023;1735086806084026790;"@PartaiSocmed @aniesbaswedan @prabowo terserah kau lah suka” kau. tapi aku jadi ngerti, oh kasusnya harun al rasyid ini sampe sekarang belum terungkap";0;0;0;0;in;791391460012675072;1734926880015601827;afahmi89;https://twitter.com/afahmi89/status/1735086806084026790
Wed Dec 13 23:58:12 +0000 2023;1735086751616807113;"@GheaJhanaLie7 @prabowo Timbul tenggelam, pendukung tenggelam dia yang timbul 😤 siap mati lg, bangke 🤣";0;0;0;0;in;377489178;1734858741588402590;ikloshye;https://twitter.com/ikloshye/status/1735086751616807113
Wed Dec 13 23:58:09 +0000 2023;1735086738450862408;"@winangun_s57362 @andre_rosiade Kita dukung @prabowo untuk jadi pebisnis saja. Tujuannya biar bisnis jalan kan? Ya udah saya dukung. Untuk presiden.... Ya negara ini tidak untuk bisnis pribadi.";0;0;0;0;in;2500205706;1734877359218807227;YuliantoWie;https://twitter.com/YuliantoWie/status/1735086738450862408
Wed Dec 13 23:57:59 +0000 2023;1735086697908719697;"@Metro_TV @prabowo @aniesbaswedan Katanya menghormati lawan, tapi kok ini mengejek terus sih";0;0;0;0;in;1730283425586884608;1734779601824764355;ujang159;https://twitter.com/ujang159/status/1735086697908719697
Wed Dec 13 23:58:06 +0000 2023;1735086728078344417;"@zy_zy_its_me Ada jutaan rakyat ikut berjasa untuk pak prabowo, walaupun itu uang receh tapi mereka tulus supaya pak prabowo jadi presiden saat itu.. https://t.co/sOQum0juDL";0;3;2;7;in;192071836;1734872270706008124;Hsyifa;https://twitter.com/Hsyifa/status/1735086728078344417
Wed Dec 13 23:58:08 +0000 2023;1735086732843135097;"Woi @prabowo bisa gak loe tertibkan buzzer loe";0;0;0;0;in;1357909543099928576;1735086732843135097;HMTata3;https://twitter.com/HMTata3/status/1735086732843135097
Wed Dec 13 23:57:56 +0000 2023;1735086684642123821;"@BANGSAygSUJUD @alextham878 @Lembayung071 @mpoklela7 @NoMeycan @Kimberley_2024 @Minietweets_ @bengkeldodo @P4P4B0W0_2024 @ignasbowo Prabowo otaknya harus di upgrade😂😂😂";0;0;0;0;in;817391445283782658;1734859878680998394;GanRusdi;https://twitter.com/GanRusdi/status/1735086684642123821
Wed Dec 13 23:57:48 +0000 2023;1735086651419091183;"@zy_zy_its_me Kalau saya jadi pak prabowo sya tidak akan nyalon lagi dan akan mendukung pak anis";0;0;0;0;in;1700454755557150720;1734872270706008124;andri_supan;https://twitter.com/andri_supan/status/1735086651419091183
Wed Dec 13 23:57:47 +0000 2023;1735086645228310629;"Ini sih yg bnr logikanya pak anies dn pak prabowo pasti punya kontrak politik selama pak anis menjabat gubernur DKI, dn pak anies menuntaskan periodenya gak kya pak jokowi yg dtg ke ibu mega meminta rekomendasi jd capres 2019, pdhal msa jabtn pak jokowi jd gubernur DKI blm habis";0;0;0;1;in;1653785194321842176;1735086645228310629;rara_mulia31478;https://twitter.com/rara_mulia31478/status/1735086645228310629
Wed Dec 13 23:57:45 +0000 2023;1735086636323774847;"@PartaiSocmed Yaampun salfok sama mimik wajah prabowo saat pak Anies menjelaskan";0;0;0;0;in;1723022684031000576;1734558699329380676;sahwaqq0;https://twitter.com/sahwaqq0/status/1735086636323774847
Wed Dec 13 23:57:43 +0000 2023;1735086629583519812;"@cobeh2022 Tlg jangan bilangin pk Prabowo ya kl thn 2029 nnti ada pilpres lagi.";0;0;0;2;in;3321389438;1735082678754652329;Shofia_79;https://twitter.com/Shofia_79/status/1735086629583519812
Wed Dec 13 23:57:41 +0000 2023;1735086623279526254;"degdegan bgt tiap pak prabowo ngomong, "Pakkkk udah pak...." 🥲";0;0;0;0;in;728696491250847744;1735086623279526254;suciatmarani;https://twitter.com/suciatmarani/status/1735086623279526254
Wed Dec 13 23:57:40 +0000 2023;1735086616031756426;"@fajarnugros Narasinya di lebih2 kan lgi di blg pendukungnya prabowo yg faktanya, itu ank msih bocah kelas 1 smp yg lagi nonton org demo, kampanye pilkada jkt cba dia ulang di pilpres, dia lupa kinerjanya waktu menjabat di jkt, yg tanpa solusi n slalu cari kambing hitam, dia cma jago ngomong";0;1;0;0;in;1703462694505029632;1734985905964995039;meamorefood;https://twitter.com/meamorefood/status/1735086616031756426
Wed Dec 13 23:57:40 +0000 2023;1735086616254013869;"@Hasbil_Lbs @aniesbaswedan Kebohongan yg kamu lakukan ini @Hasbil_Lbs bisa membuat Prabowo kalah dengan memalukan di Pilpres 2024 ini.";0;0;0;0;in;1310584490;1734864496085357037;DzakwanFirst;https://twitter.com/DzakwanFirst/status/1735086616254013869
Wed Dec 13 23:57:41 +0000 2023;1735086620079235556;"Berantemnya kurang semangat, ayo lebih semangat... . Gempa gede terasa . Prabowo Gibran perlu ANGER MANAGEMENT atau konsul dulu ke psikolog . Indonesia forever  . . . Gw cm bisa kasih semangat 🤗 https://t.co/8sdOpGqOFJ";0;0;0;3;in;845158273988739074;1735086620079235556;Totok0912;https://twitter.com/Totok0912/status/1735086620079235556
Wed Dec 13 23:57:38 +0000 2023;1735086606955258077;"@GeiszChalifah @MbahDila76 Yg jadi pertanyaan...,  Itu barisan yg dibelakang mereka ngapain aja ya??? Tokoh2 hueebatt lho mereka2 itu 🤭 @Fahrihamzah  @Yusrilihza_Mhd  @SBYudhoyono  @Haikal_Hassan   Kalo si @andre_rosiade ama si @Dahnilanzar mahh jongos @prabowo doank ga masuk itungan 😂🤣😂";0;0;0;0;in;1690376641263099905;1735007755214409898;AkalSehat2024;https://twitter.com/AkalSehat2024/status/1735086606955258077
Wed Dec 13 23:57:35 +0000 2023;1735086596440150143;"@doelpaten Saya salah pencet,,, belum baca langsung klik..... Harusnya pilih pasangan @prabowo @gibran_tweet";0;0;0;0;in;1581903967939805184;1734829936626802833;EkoDwiS92583636;https://twitter.com/EkoDwiS92583636/status/1735086596440150143
Wed Dec 13 23:57:33 +0000 2023;1735086586633887999;"@Yanua02 @haekalrast @hariqosatria @Dahnilanzar Bapak ini tidak paham konteks, mau memframing ke hal yg negatif hal yg sebenarnya kamu sudah paham maksudnya. Logikanya pak Prabowo itu mau nyapres trs bikin statemen seperti yg bapak maksud, apa kmu pikir Prabowo sedangkal yg kamu pikir pak ? Maaf pak, saya menolak koplak";0;1;0;0;in;1697891355530522624;1734785896443162898;AnDk2411;https://twitter.com/AnDk2411/status/1735086586633887999
Wed Dec 13 23:57:31 +0000 2023;1735086579914543216;"@99propaganda @prabowo @bengkeldodo @Ndons_Back @Bank_Joee_ @are_inismyname @florieliciouss @KhoirilAnwar_ @PapaBowoCenter @BANGSAygSUJUD @G0mb4k @Alie_Fahnoor Yg tdk ber etika itu Prabowo, kita sdh mendukung matian-matian Jadi Capres 2019, dan Pemilu makan korban terbanyak dlm sejarah. Eeee tahu2 nya gila jabatan...ditawari jadi menteri terima dgn bangga...bangke namanya..tdk peduli nyawa KPPS yg meninggal";0;0;0;0;in;1208064164561747968;1734739237067751506;Soo_Lee_Han_87;https://twitter.com/Soo_Lee_Han_87/status/1735086579914543216
Wed Dec 13 23:57:28 +0000 2023;1735086567679725605;"@zy_zy_its_me Termasuk prabowo sendiri yg mau jadi anak buah rivalnya...";0;0;0;0;in;1474937083869347844;1734872270706008124;PohanSapwan;https://twitter.com/PohanSapwan/status/1735086567679725605
Wed Dec 13 23:57:22 +0000 2023;1735086543596105812;"@syafrialdasri38 Hadeuuhh.... Males nanggapin orang males baca, jadinya pasti dungu. Food astate itu project nasional om.. Lo tinggal cek data"nya di @kemkominfo   Ajaibnya  Prabowo yg kalian nyinyiran, tapi justru kader pendukung capres anda yg jadi tersangka.. Hahahaha 🤣🤣🤣🤣";0;2;0;1;in;2717547397;1734519533518696646;AlmaghribiS;https://twitter.com/AlmaghribiS/status/1735086543596105812
Wed Dec 13 23:57:17 +0000 2023;1735086519919247829;"@PartaiSocmed pak anis masih akan tetap sayang kok sama pak prabowo";0;0;0;0;in;1221609932123820035;1734966562019484032;PratantoAnang;https://twitter.com/PratantoAnang/status/1735086519919247829
Wed Dec 13 23:57:16 +0000 2023;1735086515771015354;"@PartaiSocmed lagian lu yg munafik sebelumnya hina2 prabowo.. sekarang jilat2.. muakk bener";0;0;0;0;in;56457234;1734966562019484032;LAna2678;https://twitter.com/LAna2678/status/1735086515771015354
Wed Dec 13 23:57:16 +0000 2023;1735086515079000262;"@PartaiSocmed Sini saya bisikin... Itulah pemimpin HEBAT! Beliau memegang KOMITMENnya sama Prabowo... Tapi kami Rakyat Indonesia menginginkan pak Anies menjadi presiden RI... Sama seperti para pemuda memaksa Soekarno memproklamasikan Indonesia th 45! Rakyat Indonesia butuh Presiden!";0;0;0;0;in;1500131932600139777;1734966562019484032;KsatriaKhaibar;https://twitter.com/KsatriaKhaibar/status/1735086515079000262
Wed Dec 13 23:57:16 +0000 2023;1735086514718290287;"@fajarnugros Oposisi atau gak oposisi Prabowo itu gak punya tujuan buat membela rakyat https://t.co/CYJEe9yV6h";1;0;2;10;in;1519637845694382080;1734846567503581652;AdiPrajus;https://twitter.com/AdiPrajus/status/1735086514718290287
Wed Dec 13 23:57:13 +0000 2023;1735086501791404334;"PRABOWO DAN KARAKTERNYA https://t.co/guo0bEi3xW https://t.co/IcbECKPE75";0;0;0;0;in;979198482245283841;1735086501791404334;iniDym;https://twitter.com/iniDym/status/1735086501791404334
Wed Dec 13 23:57:10 +0000 2023;1735086492379492449;"@dapitnih Klo ga takut ga punya Jabatan knp terima tawaran Pak Lurah jd Menhan @prabowo trus knp masih nyapres smp ke 4 kalinya 😅 Doa-doa para pendukungmu yg kau sakiti akan menimpamu smp kpnpun Aamiin YRA 🤲";0;0;1;1;in;1570037996145213440;1734968816747282920;BL3H0_212;https://twitter.com/BL3H0_212/status/1735086492379492449
Wed Dec 13 23:57:09 +0000 2023;1735086486238982580;"@Gerindra @prabowo Pak Bowo untuk negeri";0;0;0;0;in;1729157143369269248;1734721044194480369;audrey_esp80911;https://twitter.com/audrey_esp80911/status/1735086486238982580
Wed Dec 13 23:57:04 +0000 2023;1735086466538381429;"MashaaAllah Presiden k 8  @prabowo ❤️❤️😍😍 #temanprabowosubianto🇨🇭  pilih #PrabowoGibran2024";1;1;7;18;in;1695192728173187072;1735086466538381429;drReUtari08;https://twitter.com/drReUtari08/status/1735086466538381429
Wed Dec 13 23:57:04 +0000 2023;1735086465309376616;"@tempodotco Jadi, clear ya. Apa adanya prabowo itu emosional.";0;0;0;0;in;2475099950;1735072504044232829;wekokuncara;https://twitter.com/wekokuncara/status/1735086465309376616
Wed Dec 13 23:57:01 +0000 2023;1735086452382523866;"@Metro_TV @prabowo @aniesbaswedan Waduh terlihat jelas mimik wajahnya, 😆";0;0;0;0;in;1723022684031000576;1734779601824764355;sahwaqq0;https://twitter.com/sahwaqq0/status/1735086452382523866
Wed Dec 13 23:56:58 +0000 2023;1735086440307159215;"@zy_zy_its_me Suara Anies  tidak pernah lebih tinggi dari Prabowo..beliau sangat tau diri....bersaing dalam politik itu  jangan baperan...kalo katanya paling ikhlas ga usah ungkit2 jasa baik..toh Anies sudah menuntaskan janjinya..ini tentang pengabdian pd rakyat bukan pd pibadi";0;0;0;0;in;1730869546796601344;1734872270706008124;NisyaUmmi;https://twitter.com/NisyaUmmi/status/1735086440307159215
Wed Dec 13 23:56:55 +0000 2023;1735086426801451069;"GEMPA Terkini Mengguncang Sukabumi, Kekuatan Magnitudo 4,7, Ini Kata BMKG  Prabowo Betah Irish Bella Barca Ginting   https://t.co/CjDyn1Rc8O via @tribunnews";0;0;0;0;in;1594527315396276224;1735086426801451069;PrianganTribun;https://twitter.com/PrianganTribun/status/1735086426801451069
Wed Dec 13 23:56:52 +0000 2023;1735086414377972076;"@Metro_TV @prabowo @aniesbaswedan Sebaiknya kpu segera menghentikan debat capres mengingat kondisi kesehatan prabowo anggap saja debat capres sdh selesai lanjutkan debat cawapres lagian yg rakyat blm tau itu siapa sebetulnya gibran selain anak jokowi dan yg punya paman di MK";0;0;0;0;in;749123511352848390;1734837420565368878;patriotiku;https://twitter.com/patriotiku/status/1735086414377972076
Wed Dec 13 23:56:47 +0000 2023;1735086394023071917;"@alextham878 Halaahh pendukung prabowo dadakan bisanya cuma jual nama jokowi + jelek²in kubu ganjar, sekali² update prestasi prabowo, walaupun rekam jejaknya kalahan.";0;0;0;0;in;1413512167106617352;1734945454478262769;n_pamuji;https://twitter.com/n_pamuji/status/1735086394023071917
Wed Dec 13 23:56:46 +0000 2023;1735086390407557303;"@Chaves1305 @prabowo Kerja ? Untuk siapa? Food estate di depan mata";0;0;0;1;in;1516384245471924229;1734788232049762684;AghaAyah;https://twitter.com/AghaAyah/status/1735086390407557303
Wed Dec 13 23:56:43 +0000 2023;1735086377279336951;"@Metro_TV @prabowo @aniesbaswedan Indonesia tidak cocok dipimpin oleh Prabowo";0;0;0;0;in;1723912268184977408;1734779601824764355;Ciminer133435;https://twitter.com/Ciminer133435/status/1735086377279336951
Wed Dec 13 23:56:41 +0000 2023;1735086369108828162;"@PartaiSocmed @aniesbaswedan @prabowo Bang kalo ada kerjaan buzzer infoin, lagi bu gw";0;0;0;0;in;1599210016417861632;1734926880015601827;boronodl;https://twitter.com/boronodl/status/1735086369108828162
Wed Dec 13 23:56:40 +0000 2023;1735086365665321130;"@psi_id Paparan Pak Prabowo keren sekali";0;0;0;1;in;1689930390046490624;1734924840640156053;lisapertiwi30;https://twitter.com/lisapertiwi30/status/1735086365665321130
Wed Dec 13 23:56:38 +0000 2023;1735086356958007359;"@zy_zy_its_me Mungkin otakmu yg kurang cerdas menyikapi pertanyaan Anies, debat itu utk orang2 cerdas karena memerlukan kecerdasan utk menjawab, tidak menggunakan perasaan. Jika saya di tim nomor 2 saya malu melihat capres jagoan saya bersikap spt prabowo.";0;0;0;0;in;1474937083869347844;1734872270706008124;PohanSapwan;https://twitter.com/PohanSapwan/status/1735086356958007359
Wed Dec 13 23:56:34 +0000 2023;1735086338205233198;"@logos_id negara Indonesia adalah negara hukum, kalo emang @prabowo dianggap bersalah, tuntut aja lewat jalur hukum, sekarang, gak usah nunggu Kamisan ke-800. atau anda sudah tidak mau mengakui hukum di negara Indonesia? cc @mohmahfudmd @jokowi @aniesbaswedan @ganjarpranowo @gibran_tweet";0;0;0;0;in;2378742529;1734759788624658514;pelatjoerkata;https://twitter.com/pelatjoerkata/status/1735086338205233198
Wed Dec 13 23:56:23 +0000 2023;1735086292277637271;"@tvOneNews Prabowo punya beban masa lalu";0;0;0;0;in;1709337295373930496;1734840079204683795;rendranugroho__;https://twitter.com/rendranugroho__/status/1735086292277637271
Wed Dec 13 23:56:22 +0000 2023;1735086291690373563;"Takut prabowo ngamuk, meja jd sasaran";0;0;0;1;in;1401264492;1735086291690373563;hengkizai;https://twitter.com/hengkizai/status/1735086291690373563
Wed Dec 13 23:56:18 +0000 2023;1735086274002952347;"@namakuirfan1 @kurawa Ama om Wowo aja dia khianati .. "jika Prabowo masih ada di situ ( calon presiden) saya tidak akan pernah mencalonkan diri jadi presiden, saya tidak mau di cap pengkhianat" awokwokwok dan sekarang??  Tapi nanti angin di kasih KTP supaya bisa dia lacak ..";0;0;0;0;in;1499222315728785411;1734749634134970754;MuslichunI;https://twitter.com/MuslichunI/status/1735086274002952347
