full_text,cleaned_text,case_folding,normalisasi,affiliate,stemming,labeling
@rnrsql @PartaiSocmed Awokwowkowowko si kemed ini disuruh naikin bowo malah bikin anies makin tenar sih awokwowkowowko,Awokwowkowowko si kemed ini disuruh naikin bowo malah bikin anies makin tenar sih awokwowkowowko,awokwowkowowko si kemed ini disuruh naikin bowo malah bikin anies makin tenar sih awokwowkowowko,awokwowkowowko sih kemed disuruh naikin bowo bikin anies tenar sih awokwowkowowko ,anies,awokwowkowowko sih kemed suruh naikin bowo bikin anies tenar sih awokwowkowowko,neutral
"@sobat_anies Kontrak sudah berjalan, terlanjur basah, mandi sekalian. Toh yg penting uang persetan soal moral efek ke org lain.",Kontrak sudah berjalan terlanjur basah mandi sekalian Toh yg penting uang persetan soal moral efek ke org lain,kontrak sudah berjalan terlanjur basah mandi sekalian toh yg penting uang persetan soal moral efek ke org lain,kontrak berjalan terlanjur basah mandi uang persetan moral efek orang ,anies,kontrak jalan lanjur basah mandi uang persetan moral efek orang,positive
Lucu juga buzzer anies nih,Lucu juga buzzer anies nih,lucu juga buzzer anies nih,lucu buzzer anies nih ,anies,lucu buzzer anies nih,positive
@FurqanIbr64677 tokoh PDIP sekalipun terlihat bahagia sekali saat Anies balas skakmat Prabowo.,tokoh PDIP sekalipun terlihat bahagia sekali saat Anies balas skakmat Prabowo,tokoh pdip sekalipun terlihat bahagia sekali saat anies balas skakmat prabowo,tokoh pdip bahagia anies balas skakmat prabowo ,anies,tokoh pdip bahagia anies balas skakmat prabowo,positive
"@MursidTri @kikysaputrii Ditampar fakta emang sakit rasanya, dari 3 calon yang punya rekam jejak prestasi cuma ANIES, yang tidak punya catatan masalah buruk pun cuma ANIES. silahkan check &amp  recheck lagi yah, biar tambah pinter",Ditampar fakta emang sakit rasanya dari calon yang punya rekam jejak prestasi cuma ANIES yang tidak punya catatan masalah buruk pun cuma ANIES silahkan check amp recheck lagi yah biar tambah pinter,ditampar fakta emang sakit rasanya dari calon yang punya rekam jejak prestasi cuma anies yang tidak punya catatan masalah buruk pun cuma anies silahkan check amp recheck lagi yah biar tambah pinter,ditampar fakta sakit calon rekam jejak prestasi anies catatan buruk anies silakan check amp recheck ya biar pintar ,anies,tampar fakta sakit calon rekam jejak prestasi anies catat buruk anies sila check amp recheck ya biar pintar,positive
@tvOneNews Capres boneka anus Anies gagal paham mengobati luka luka berdarah ibu pertiwi dgn menyiramnyah pakai air garam.-,Capres boneka anus Anies gagal paham mengobati luka luka berdarah ibu pertiwi dgn menyiramnyah pakai air garam,capres boneka anus anies gagal paham mengobati luka luka berdarah ibu pertiwi dgn menyiramnyah pakai air garam,capres boneka anus anies gagal paham mengobati luka luka berdarah pertiwi menyiramnyah pakai air garam ,anies,capres boneka anus anies gagal paham obat luka luka darah pertiwi menyiramnyah pakai air garam,negative
"@soeyoto1 Irma munafik dong klo gitu, dia bicara spt itu karena sdg tdk independent, jd pendapat ttg Anies tdk relevan lagi, soal Anies vs SBY, kita tahu sendiri kenapa Anies berpindah ke cak Imin, itukan dimulai krn demokrat main mata dg pdip, dan menekan kubu pak Anies.",Irma munafik dong klo gitu dia bicara spt itu karena sdg tdk independent jd pendapat ttg Anies tdk relevan lagi soal Anies vs SBY kita tahu sendiri kenapa Anies berpindah ke cak Imin itukan dimulai krn demokrat main mata dg pdip dan menekan kubu pak Anies,irma munafik dong klo gitu dia bicara spt itu karena sdg tdk independent jd pendapat ttg anies tdk relevan lagi soal anies vs sby kita tahu sendiri kenapa anies berpindah ke cak imin itukan dimulai krn demokrat main mata dg pdip dan menekan kubu pak anies,irma munafik kalo bicara independent pendapat anies relevan anies vs surabaya anies berpindah cak imin itukan demokrat main mata pdip menekan kubu anies ,anies,irma munafik kalo bicara independent dapat anies relevan anies vs surabaya anies pindah cak imin itu demokrat main mata pdip tekan kubu anies,negative
"@8radjamantak4 @ydr_amzl @Ani1850933 @pedagang_kritik Lalu menurut anda paling kuat kepempinan dan paling bijaksana siapa ?  1. anies jadi presiden indonesia memimpin suku bangsa asli yang tidak memiliki kekuatan politik di area politik di kendalikan nasdem, pks dan pkb.  2. ganjar yg pasti di setir sebagai petugas partai pdip ?",Lalu menurut anda paling kuat kepempinan dan paling bijaksana siapa anies jadi presiden indonesia memimpin suku bangsa asli yang tidak memiliki kekuatan politik di area politik di kendalikan nasdem pks dan pkb ganjar yg pasti di setir sebagai petugas partai pdip,lalu menurut anda paling kuat kepempinan dan paling bijaksana siapa anies jadi presiden indonesia memimpin suku bangsa asli yang tidak memiliki kekuatan politik di area politik di kendalikan nasdem pks dan pkb ganjar yg pasti di setir sebagai petugas partai pdip,kuat kepempinan bijaksana anies presiden indonesia memimpin suku bangsa asli memiliki kekuatan politik area politik kendalikan nasdem pks pkb ganjar setir petugas partai pdip ,anies,kuat kepempinan bijaksana anies presiden indonesia pimpin suku bangsa asli milik kuat politik area politik kendali nasdem pks pkb ganjar setir tugas partai pdip,positive
"@tamerlane9470 Bang, sdh liat2 blm kinerja Anies  di bdg pendidikan? Dia kan mantan mendikbud dan dikenal sbg akademisi, apa gebrakannya? Coba liat juga apa yg gubernur sblmnya kerjakan di bid pendidikan. Gw milih Anies sih dulu btw, gw bukan dendam, tp kecewa",Bang sdh liat blm kinerja Anies di bdg pendidikan Dia kan mantan mendikbud dan dikenal sbg akademisi apa gebrakannya Coba liat juga apa yg gubernur sblmnya kerjakan di bid pendidikan Gw milih Anies sih dulu btw gw bukan dendam tp kecewa,bang sdh liat blm kinerja anies di bdg pendidikan dia kan mantan mendikbud dan dikenal sbg akademisi apa gebrakannya coba liat juga apa yg gubernur sblmnya kerjakan di bid pendidikan gw milih anies sih dulu btw gw bukan dendam tp kecewa,bang lihat kinerja anies bdg pendidikan mantan mendikbud dikenal akademisi gebrakannya coba lihat gubernur kerjakan bid pendidikan gue memilih anies sih btw gue dendam kecewa ,anies,bang lihat kerja anies bdg didik mantan mendikbud kenal akademisi gebrak coba lihat gubernur kerja bid didik gue pilih anies sih btw gue dendam kecewa,negative
@Yurissa_Samosir @AdamVelcro @AdeDhani9 @AkalSehat2024 @aking_adit @chaidar_2000 @Kang_Toniee @NohCeukenohhh @mustafaagus007 @choymarkochoy Emang beda level yaa Pak Anies elit banget,Emang beda level yaa Pak Anies elit banget,emang beda level yaa pak anies elit banget,beda level ya anies elit banget ,anies,beda level ya anies elit banget,neutral
"@Metro_TV @prabowo @aniesbaswedan Takut banget loh liatnya, sabar ya pak anies",Takut banget loh liatnya sabar ya pak anies,takut banget loh liatnya sabar ya pak anies,takut banget loh lihatnya sabar ya anies ,anies,takut banget loh lihat sabar ya anies,positive
"@ululceriya @ARSIPAJA asli ya klo gw yg diposisi anies, lagi ngomong serius trus tbtb org sebelah ngenyek sambil mukanya merendahkan  gw bgtu langsung badmood sih",asli ya klo gw yg diposisi anies lagi ngomong serius trus tbtb org sebelah ngenyek sambil mukanya merendahkan gw bgtu langsung badmood sih,asli ya klo gw yg diposisi anies lagi ngomong serius trus tbtb org sebelah ngenyek sambil mukanya merendahkan gw bgtu langsung badmood sih,asli ya kalo gue diposisi anies mengomong serius tbtb orang sebelah ngenyek mukanya merendahkan gue langsung badmood sih ,anies,asli ya kalo gue posisi anies omong serius tbtb orang belah ngenyek muka rendah gue langsung badmood sih,positive
@sobat_anies Ya mmg segitu doang kapabelitas mereka. CUAN cair bibir auto njedir,Ya mmg segitu doang kapabelitas mereka CUAN cair bibir auto njedir,ya mmg segitu doang kapabelitas mereka cuan cair bibir auto njedir,ya segitu doang kapabelitas cuan cair bibir auto njedir ,anies,ya segitu doang kapabelitas cuan cair bibir auto njedir,negative
Huhu inget jaman Ahok vs Anies. Keliatan banget anies tau data doang tapi ahok paham lapangan.,Huhu inget jaman Ahok vs Anies Keliatan banget anies tau data doang tapi ahok paham lapangan,huhu inget jaman ahok vs anies keliatan banget anies tau data doang tapi ahok paham lapangan,huhu jaman ahok vs anies banget anies tau data doang ahok paham lapangan ,anies,huhu jaman ahok vs anies banget anies tau data doang ahok paham lapang,negative
"Ya udah gosah ikut jejak pak Anies, karena memang pasti gak bisa,  Lho... kita ini dalam rangka memilih presiden lurr...bukan memilih orang tuwaaakkk!! 🤣🤣",Ya udah gosah ikut jejak pak Anies karena memang pasti gak bisa Lho kita ini dalam rangka memilih presiden lurr bukan memilih orang tuwak,ya udah gosah ikut jejak pak anies karena memang pasti gak bisa lho kita ini dalam rangka memilih presiden lurr bukan memilih orang tuwak,ya gosah jejak anies lho rangka memilih presiden lurr memilih orang tuwak ,anies,ya gosah jejak anies lho rangka pilih presiden lurr pilih orang tuwak,neutral
"Terus met post Anies terus biar byk di teamline gambar2 Anies ,.mau lu pake caption apa,juga boleh Krn di medsos sdh tau lu pemakaian taik..",Terus met post Anies terus biar byk di teamline gambar Anies mau lu pake caption apa juga boleh Krn di medsos sdh tau lu pemakaian taik,terus met post anies terus biar byk di teamline gambar anies mau lu pake caption apa juga boleh krn di medsos sdh tau lu pemakaian taik,selamat post anies biar teamline gambar anies lu pakai caption medsos tau lu pemakaian tahi ,anies,selamat post anies biar teamline gambar anies lu pakai caption medsos tau lu pakai tahi,positive
"@maaulana__ @atethewhopper @GraciousxTime @grodog @Afutami Ngerasain ape bang? Apa yg anies lakuin, ahok udh lakuin duluan. Banjir? Doi jagonya. Sodetan ciliwung program unggulan. Jelas dan efektif, tanya warga sekitar melayu dan bukit duri. Lah, NATURALISASI piye kabare? Jordi amat sama elkan bagott?",Ngerasain ape bang Apa yg anies lakuin ahok udh lakuin duluan Banjir Doi jagonya Sodetan ciliwung program unggulan Jelas dan efektif tanya warga sekitar melayu dan bukit duri Lah NATURALISASI piye kabare Jordi amat sama elkan bagott,ngerasain ape bang apa yg anies lakuin ahok udh lakuin duluan banjir doi jagonya sodetan ciliwung program unggulan jelas dan efektif tanya warga sekitar melayu dan bukit duri lah naturalisasi piye kabare jordi amat sama elkan bagott,merasai bang anies ahok duluan banjir doi jagonya sodetan ciliwung program unggulan efektif warga melayu bukit duri naturalisasi piye kabare jordi elkan bagott ,anies,rasai bang anies ahok duluan banjir doi jago sodet ciliwung program unggul efektif warga melayu bukit duri naturalisasi piye kabare jordi elkan bagott,negative
Ngeri ditampol pak anies...,Ngeri ditampol pak anies,ngeri ditampol pak anies,ngeri ditampol anies ,anies,ngeri ditampol anies,negative
"Dari manuver Anies yang merupakan seorang oportunis, tampaknya dia berhasil melakukan langkah yang lumayan bikin hapus citra liberalnya pasca isu nyalonin diri pilgub 2017 karena sowan ke tokoh² agama, terlebih cap liberalnya makin tertutupi pasca peristiwa kep. Seribu.",Dari manuver Anies yang merupakan seorang oportunis tampaknya dia berhasil melakukan langkah yang lumayan bikin hapus citra liberalnya pasca isu nyalonin diri pilgub karena sowan ke tokoh agama terlebih cap liberalnya makin tertutupi pasca peristiwa kep Seribu,dari manuver anies yang merupakan seorang oportunis tampaknya dia berhasil melakukan langkah yang lumayan bikin hapus citra liberalnya pasca isu nyalonin diri pilgub karena sowan ke tokoh agama terlebih cap liberalnya makin tertutupi pasca peristiwa kep seribu,manuver anies oportunis berhasil langkah lumayan bikin hapus citra liberalnya pasca isu nyalonin pilgub sowan tokoh agama cap liberalnya tertutupi pasca peristiwa kep seribu ,anies,manuver anies oportunis hasil langkah lumayan bikin hapus citra liberal pasca isu nyalonin pilgub sowan tokoh agama cap liberal tutup pasca peristiwa kep ribu,positive
@CaturYu28266504 @sobat_anies Basi banget pertanyaanya🤣🤣,Basi banget pertanyaanya,basi banget pertanyaanya,basi banget pertanyaanya ,anies,basi banget pertanyaanya,negative
@Hasbil_Lbs @aniesbaswedan Saya bantu up ya?  Di point 1 ternyata anda yg nyebar HOAX. Mana ada pak Anies membawa orang yg sdh meninggal ke lokasi debat pilpres?,Saya bantu up ya Di point ternyata anda yg nyebar HOAX Mana ada pak Anies membawa orang yg sdh meninggal ke lokasi debat pilpres,saya bantu up ya di point ternyata anda yg nyebar hoax mana ada pak anies membawa orang yg sdh meninggal ke lokasi debat pilpres,bantu up ya point nyebar hoax anies membawa orang meninggal lokasi debat pilpres ,anies,bantu up ya point nyebar hoax anies bawa orang tinggal lokasi debat pilpres,negative
@tempodotco Yaelahh sron.. knape bowo ngemeng kalo ngga ada dia Anies kaga bisa jd gubernur.... songgong lo ... !,Yaelahh sron knape bowo ngemeng kalo ngga ada dia Anies kaga bisa jd gubernur songgong lo,yaelahh sron knape bowo ngemeng kalo ngga ada dia anies kaga bisa jd gubernur songgong lo,yaelahh sron knape bowo mengomong kalo anies kagak gubernur songgong lo ,anies,yaelahh sron knape bowo omong kalo anies kagak gubernur songgong lo,neutral
"@kumparan Pak anies…. Ini buktinya di zaman ini demokrasi berjalan baik, buktinya anda bisa melakukan apapun bahkan anda pun skrg menjadi capres… klo zaman dl mah bermimpi saja tidak mkin… begal teruuus… klo pakde capres lg sy g segan pilih beliau bukan anaknya ya",Pak anies Ini buktinya di zaman ini demokrasi berjalan baik buktinya anda bisa melakukan apapun bahkan anda pun skrg menjadi capres klo zaman dl mah bermimpi saja tidak mkin begal terus klo pakde capres lg sy g segan pilih beliau bukan anaknya ya,pak anies ini buktinya di zaman ini demokrasi berjalan baik buktinya anda bisa melakukan apapun bahkan anda pun skrg menjadi capres klo zaman dl mah bermimpi saja tidak mkin begal terus klo pakde capres lg sy g segan pilih beliau bukan anaknya ya,anies buktinya zaman demokrasi berjalan buktinya apapun capres kalo zaman mah bermimpi begal kalo pakde capres segan pilih beliau anaknya ya ,anies,anies bukti zaman demokrasi jalan bukti apa capres kalo zaman mah mimpi begal kalo pakde capres segan pilih beliau anak ya,neutral
Sampai gegara pungutan sih tol membuat harga yang di angkut melalui transportasi atau jalan dalam bentuk apapun juga ikut naik..,Sampai gegara pungutan sih tol membuat harga yang di angkut melalui transportasi atau jalan dalam bentuk apapun juga ikut naik,sampai gegara pungutan sih tol membuat harga yang di angkut melalui transportasi atau jalan dalam bentuk apapun juga ikut naik,gegara pungutan sih tol harga angkut transportasi jalan bentuk apapun ,anies,gegara pungut sih tol harga angkut transportasi jalan bentuk apa,neutral
@Mdy_Asmara1701 Alhamdulillah... Semoga terwujud Anies Presiden dan amanah sesuai mandat dan kepercayaan para pendukungnya.,Alhamdulillah Semoga terwujud Anies Presiden dan amanah sesuai mandat dan kepercayaan para pendukungnya,alhamdulillah semoga terwujud anies presiden dan amanah sesuai mandat dan kepercayaan para pendukungnya,alhamdulillah semoga terwujud anies presiden amanah sesuai mandat kepercayaan pendukungnya ,anies,alhamdulillah moga wujud anies presiden amanah sesuai mandat percaya dukung,positive
"Bukan hanya untuk menuju tempat wisata, tapi juga upaya agar dapat dengan segera mengangkut hasil bumi yang berupa bahan baku atau hasil pertanian yang lekas layu atau busuk agar sampai ke distributor di wilayah lain dengan sesegera mungkin.   Itu fungsinya, namun juga jangan",Bukan hanya untuk menuju tempat wisata tapi juga upaya agar dapat dengan segera mengangkut hasil bumi yang berupa bahan baku atau hasil pertanian yang lekas layu atau busuk agar sampai ke distributor di wilayah lain dengan sesegera mungkin Itu fungsinya namun juga jangan,bukan hanya untuk menuju tempat wisata tapi juga upaya agar dapat dengan segera mengangkut hasil bumi yang berupa bahan baku atau hasil pertanian yang lekas layu atau busuk agar sampai ke distributor di wilayah lain dengan sesegera mungkin itu fungsinya namun juga jangan,wisata upaya mengangkut hasil bumi bahan baku hasil pertanian lekas layu busuk distributor wilayah fungsinya ,anies,wisata upaya angkut hasil bumi bahan baku hasil tani lekas layu busuk distributor wilayah fungsi,negative
"@PapaMolluccan @PreciosaKanti Wkwkwk nomer 3 itu gagal memajukan Jateng jauhlah ama Anies. Btw, aku orang jateng",Wkwkwk nomer itu gagal memajukan Jateng jauhlah ama Anies Btw aku orang jateng,wkwkwk nomer itu gagal memajukan jateng jauhlah ama anies btw aku orang jateng,wkwkwk nomer gagal memajukan jateng jauhlah anies btw orang jateng ,anies,wkwkwk nomer gagal maju jateng jauh anies btw orang jateng,negative
BUKTI KEBOHONGAN ANIES BASWEDAN.  BUAT MALU DAN MENJIJIKKAN   JANGAN BIARKAN NON PRIBUMI MEMIMPIN NEGERI   https://t.co/MpVmSODljK,BUKTI KEBOHONGAN ANIES BASWEDAN BUAT MALU DAN MENJIJIKKAN JANGAN BIARKAN NON PRIBUMI MEMIMPIN NEGERI,bukti kebohongan anies baswedan buat malu dan menjijikkan jangan biarkan non pribumi memimpin negeri,bukti kebohongan anies baswedan malu menjijikkan biarkan non pribumi memimpin negeri ,anies,bukti bohong anies baswedan malu jijik biar non pribumi pimpin negeri,negative
"Seperti yg sudah saya jelaskan di thread itu, pendukung Anies itu ngga punya kemampuan introspeksi. Instead of bercermin, ya lebih suka balik menyerang. Pertanyaannya, ini gunanya apa? Yg setuju dengan tweet ini sudah milih Anies. Yg belum milih, ya masih tetap males. 👇",Seperti yg sudah saya jelaskan di thread itu pendukung Anies itu ngga punya kemampuan introspeksi Instead of bercermin ya lebih suka balik menyerang Pertanyaannya ini gunanya apa Yg setuju dengan tweet ini sudah milih Anies Yg belum milih ya masih tetap males,seperti yg sudah saya jelaskan di thread itu pendukung anies itu ngga punya kemampuan introspeksi instead of bercermin ya lebih suka balik menyerang pertanyaannya ini gunanya apa yg setuju dengan tweet ini sudah milih anies yg belum milih ya masih tetap males,thread pendukung anies kemampuan introspeksi instead of bercermin ya suka menyerang pertanyaannya gunanya setuju tweet memilih anies memilih ya malas ,anies,thread dukung anies mampu introspeksi instead of cermin ya suka serang tanya guna tuju tweet pilih anies pilih ya malas,positive
"Kalo pendukung amin yg lu bilang jijik itu udah ga jijik juga lu gabakal milih anies juga, gaslighting mulu kaya ibu tiri https://t.co/aeJztCfDRa",Kalo pendukung amin yg lu bilang jijik itu udah ga jijik juga lu gabakal milih anies juga gaslighting mulu kaya ibu tiri,kalo pendukung amin yg lu bilang jijik itu udah ga jijik juga lu gabakal milih anies juga gaslighting mulu kaya ibu tiri,kalo pendukung amin lu bilang jijik jijik lu memilih anies gaslighting mulu kayak tiri ,anies,kalo dukung amin lu bilang jijik jijik lu pilih anies gaslighting mulu kayak tiri,negative
KALO INI KEJADIAN GUE AKAN VOTE ANIES,KALO INI KEJADIAN GUE AKAN VOTE ANIES,kalo ini kejadian gue akan vote anies,kalo kejadian gue vote anies ,anies,kalo jadi gue vote anies,neutral
"@Ryan_Fighter7 coba cek data ini bro, Antara 2013-3015 aja NAIK, Padahal terparah Curah Hujan itu di Era ANIES 🤣🤣🤣🤣🤣🤣🤣 https://t.co/d9baDq8ZCy",coba cek data ini bro Antara aja NAIK Padahal terparah Curah Hujan itu di Era ANIES,coba cek data ini bro antara aja naik padahal terparah curah hujan itu di era anies,coba cek data bro terparah curah hujan era anies ,anies,coba cek data bro parah curah hujan era anies,neutral
"Ini sih yg bnr logikanya pak anies dn pak prabowo pasti punya kontrak politik selama pak anis menjabat gubernur DKI, dn pak anies menuntaskan periodenya gak kya pak jokowi yg dtg ke ibu mega meminta rekomendasi jd capres 2019, pdhal msa jabtn pak jokowi jd gubernur DKI blm habis",Ini sih yg bnr logikanya pak anies dn pak prabowo pasti punya kontrak politik selama pak anis menjabat gubernur DKI dn pak anies menuntaskan periodenya gak kya pak jokowi yg dtg ke ibu mega meminta rekomendasi jd capres pdhal msa jabtn pak jokowi jd gubernur DKI blm habis,ini sih yg bnr logikanya pak anies dn pak prabowo pasti punya kontrak politik selama pak anis menjabat gubernur dki dn pak anies menuntaskan periodenya gak kya pak jokowi yg dtg ke ibu mega meminta rekomendasi jd capres pdhal msa jabtn pak jokowi jd gubernur dki blm habis,sih logikanya anies prabowo kontrak politik anis menjabat gubernur dki anies menuntaskan periodenya kaya jokowi mega rekomendasi capres jabtn jokowi gubernur dki habis ,anies,sih logika anies prabowo kontrak politik anis jabat gubernur dki anies tuntas periode kaya jokowi mega rekomendasi capres jabtn jokowi gubernur dki habis,positive
@Yurissa_Samosir @AdamVelcro @AdeDhani9 @AkalSehat2024 @aking_adit @chaidar_2000 @Kang_Toniee @NohCeukenohhh @mustafaagus007 @choymarkochoy Pak Anies bisa loh meredam emosi dengan baik,Pak Anies bisa loh meredam emosi dengan baik,pak anies bisa loh meredam emosi dengan baik,anies loh meredam emosi ,anies,anies loh redam emosi,negative
